"ACTION","REWARD","A0","A1","A2","A3","V"
"1","-1","-0.0419482","0.0212519","0.00957022","-0.119427"
"1","-1","-0.0734122","0.0400615","0.0156525","-0.319572"
"2","-1","-0.104136","0.0616415","0.0219601","-0.512536"
"0","-1","-0.13377","0.0841616","0.0287008","-0.687602"
"1","-1","-0.161034","0.106061","0.0351848","-0.846712"
"1","-1","-0.1867","0.126875","0.042453","-0.970516"
"1","-1","-0.212641","0.146526","0.0521451","-1.01259"
"2","-1","-0.2321","0.160643","0.0608974","-0.995977"
"1","-1","-0.248249","0.170378","0.0704878","-0.889603"
"1","-1","-0.254819","0.172394","0.0776769","-0.71481"
"1","-1","-0.252612","0.167332","0.0822217","-0.479536"
"0","-1","-0.243617","0.155929","0.0853439","-0.179426"
"2","-1","-0.226084","0.137886","0.0854955","0.161825"
"2","-1","-0.201548","0.114141","0.0832386","0.542376"
"2","-1","-0.17232","0.0860002","0.0797599","0.964005"
"1","-1","-0.137762","0.0535123","0.0743575","1.41605"
"2","-1","-0.0954421","0.0164137","0.0650441","1.8743"
"1","-1","-0.0478184","-0.0237235","0.0528557","2.32289"
"2","-1","0.00522486","-0.0660091","0.0364854","2.70995"
"1","-1","0.0578126","-0.106585","0.0184929","3.03426"
"2","-1","0.112444","-0.145473","-0.00449721","3.22966"
"2","-1","0.157004","-0.176185","-0.0247679","3.3406"
"1","-1","0.193389","-0.199523","-0.0435539","3.34344"
"0","-1","0.216551","-0.212935","-0.0576254","3.27177"
"1","-1","0.234277","-0.219727","-0.0729911","3.08713"
"0","-1","0.257214","-0.222021","-0.0990158","2.60926"
"1","-1","0.248178","-0.20256","-0.111744","2.02916"
"1","-1","0.232745","-0.172362","-0.128531","1.1589"
"0","-1","0.186353","-0.118759","-0.13508","0.121088"
"1","-1","0.124859","-0.0480801","-0.141913","-1.20467"
"2","-1","0.0369345","0.0464609","-0.142443","-2.78219"
"1","-1","-0.0950637","0.171872","-0.124332","-4.4026"
"2","-1","-0.249598","0.31524","-0.0967944","-6.07704"
"1","-1","-0.420044","0.472221","-0.0624986","-7.75907"
"1","-1","-0.611871","0.640124","-0.0103827","-9.15805"
"0","-1","-0.799561","0.800872","0.0466203","-10.2893"
"0","-1","-0.972487","0.945934","0.104321","-11.1111"
"2","-1","-1.12615","1.06999","0.161568","-11.5695"
"1","-1","-1.24953","1.16412","0.215072","-11.645"
"1","-1","-1.34254","1.22564","0.264923","-11.3025"
"2","-1","-1.39784","1.24843","0.308884","-10.5501"
"2","-1","-1.41306","1.2303","0.345631","-9.41078"
"1","-1","-1.38563","1.1714","0.372125","-7.90973"
"0","-1","-1.31671","1.07431","0.387453","-6.09447"
